lemma,compound,occurences,mean_kids,mean_kids_uniq,median_kids,median_kids_uniq,min_kids,min_kids_uniq,max_kids,max_kids_uniq,stdev_kids,stdev_kids_uniq,pstdev_kids,pstdev_kids_uniq
dilateeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
dislotseeruma,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
dissemineeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
dissoneerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
docendama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
dokumenteeri-minema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
domineerima,üle,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
doosima,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
doseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
dramatiseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
dresseerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
drillima,üles,1,6.0,6.0,6.0,6.0,6,6,6,6,,,,
dulcima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
dušitama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ebaõnnestuma,maha,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ebenema,lahti,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
edastama,edasi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
edastama,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
edastama,üles,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
edvistama,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eel-linastama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eeldama,ilma,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
eeldama,ringi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eeldama,välja,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
eelistama,edasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eelistama,püsti,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eelisuurima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eelsoojendama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eeruma,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
eesmärgistama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eestistama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eesõigustama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ehitama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ehitama,juurde,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ehitama,kinni,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ehitama,koos,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ehitama,kõrvale,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
ehitama,läbi,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
ehitama,peale,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
ehitama,"üles, ette",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ehmatama,lahku,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ehmatama,lahti,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ehmatama,peale,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ehmatama,tagasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ehmuma,eemale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ehmuma,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ei-stiilima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eietama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
einestama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ekraneerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eksemplifitseerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ekshibeerima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
ekshumeerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eksima,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eksima,vastu,1,6.0,3.0,6.0,3.0,6,3,6,3,,,,
eksisteerima,eemale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eksisteerima,välja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eksitama,ära,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
eksiteerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ekskohleatsioonima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
ekskommunitseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ekslema,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ekslema,"kõrvale, üles",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ekslema,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ekspatrieeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
eksplantaadima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eksportima,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eksproprieerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eksterioriseerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
ekstsüsteeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
elab-töötama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
elama,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
elama,alles,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
elama,ees,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
elama,kahekesi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
elama,keskel,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
elama,külge,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
elama,lahus,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
elama,mööda,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
elama,paigal,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
elama,püsti,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
elama,tagasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
elama,võlgu,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
elatama,ära,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
elatuma,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
elatuma,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
elektriseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
elksnima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
ellimineerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
elluma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
elutsema,ümber,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
elutses-elutsema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
emblema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
emergeeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
emeriteeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
emiteerima,juurde,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
emuleerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
emulgeeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
ennustama,alla,1,5.0,3.0,5.0,3.0,5,3,5,3,,,,
ennustama,üles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eostama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eostuma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
eraldama,ilma,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eralduma,kokku,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
eretama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
erigeeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
erinema,ette,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
erinema,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
erinema,välja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eristuma,alla,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
erituma,tagasi,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
erutama,lahti,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
erütropoeesima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
esietendama,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
esietenduma,tagasi,1,7.0,6.0,7.0,6.0,7,6,7,6,,,,
esilinastuma,täis,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
esindama,edasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
esindama,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esindama,vaja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esinema,alla,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
esinema,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esinema,peale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
esinema,sees,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
esinema,täis,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esinema,valmis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
esinema,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esitama,koos,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esitama,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esitama,peale,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
esitama,sisse,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
esitama,valmis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
esitama,ära,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
esitama,üles,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
esitlema,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
esitlema,poole,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eskaleeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eskortima,tagasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
estetiseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
estikuleerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
etendama,edasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
etendama,läbi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
etkeppima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
euroopastuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
eventreeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
eventualima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
evolutsioneeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
falima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
fantaseerima,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
fantaseerima,täis,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
ferendama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
fikseerima,ette,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
fikseerima,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
fikseerima,võidu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
fikseerima,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
fileerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
filmima,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
filmima,üles,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
fimama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
finisheeruma,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
fiscuma,,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
flirtima,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
flirtima,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
flirträäkima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
floresiensima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
fluorestseerima,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
focuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
fokusseeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
folkima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
follema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
fragmenteerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
frustreeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
fungeerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
funkima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
funktsioneerima,koos,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
föönitama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
füllima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
gaasistuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
galopeerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
garaazima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
garanteerima,pealt,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
garneerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
gastroleerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
gemineeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
genema,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
genereeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
genotüpeerima,kokku,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
getostuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
giiditsema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
globaliseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
glorifitseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
gradueerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
grammatikaliseeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
grasseerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
gratuleerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
grenaillema,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
grupeeruma,ümber,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haakima,juurde,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haaklema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haarama,hambusse,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haarama,"ilma, kinni",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
haarama,järel,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haarama,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haarama,peale,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
haarama,ringi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haarama,sees,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
haarama,ära,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
haarama,ümbert,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haarasin-heitma,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
haarduma,kinni,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
habistama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
habitueerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haigestuma,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
haigestuma,pärast,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haigutama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haigutama,ees,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haigutama,maha,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haigutama,sekka,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haipima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
haipima,üles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haisema,pärast,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haisema,sees,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haistma,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hajuma,valmis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hajustuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hajutama,kõrvale,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
hajutama,tagasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,alt,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
hakkama,"alt, vastu",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hakkama,ette,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,ilma,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,kaasa,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hakkama,koos,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,laiali,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hakkama,pealt,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,"pihta, alt, äärest",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hakkama,rahul,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hakkama,sees,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,täis,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hakkama,vaja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hakkama,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hakkima,juurde,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haldama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
haljastuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hallinema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
hallitama,alles,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
hallitama,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hallootama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hallutsineerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
halvama,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
halvama,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hambuma,kinni,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hammustama,puruks,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hammustama,vahele,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hammustama,vastu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hangivad-vahetavad-müüma,edasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hanguma,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hanguma,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hanitama,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
hapendama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hapenduma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hapestuma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
haralduma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hargnema,ligi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
hargnema,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hargnema,üles,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
harima,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harjuma,asemel,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harjuma,ühte,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
harjutama,lahti,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
harjutama,läbi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
harjutama,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harjutama,"ära, ära",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
harjutama-kasvatama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
harunema,lahti,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harutama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harutama,laiali,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harutama,maha,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harutama,pealt,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
harutama,valla,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
harutama,üles,1,5.0,3.0,5.0,3.0,5,3,5,3,,,,
haspeldama,ees,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
haukuma,välja,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hautama,lahti,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hee-jooma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
heegeldama,kaasa,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heiastama,,1,6.0,5.0,6.0,5.0,6,5,6,5,,,,
heiklema,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heitlema,pärast,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heitma,asemele,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heitma,juurde,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heitma,kätte,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
heitma,külili,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
heitma,laiali,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heitma,läbi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heitma,peale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heitma,põlvili,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heitma,tagant,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heitma,"tagasi, üles",1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
heitma,taha,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heitma,vahele,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heitma,"välja, välja",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
heitma,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heitma,ühte,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
heitma,üle,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
heittima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heituma,eemale,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heituma,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
heldima,alla,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
helendama,vastu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
helestuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heletama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
helgatama,vastu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
helgendama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
helgetama,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
helindama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heliseb-kõlisema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
helistama,alla,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
helistama,ilma,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
helistama,mööda,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
helistama,peale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
helistama,vahele,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
heljuma,ringi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heljuma,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heljutama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
helkima,üle,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
hellitama,ära,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
helluma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
helpima,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
helvetama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
heroiseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hierarhiseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hierarhiseerittima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilahtama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hiilgama,all,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilgama,vastu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilgama,"üle, ilma",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilima,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilima,kohale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hiilima,koos,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hiilima,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hiilima,ringi,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
hiilima,üle,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hiivama,üles,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hilberdama,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
hilinema,ilma,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hilinema,tagasi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
hiljuma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hillitsema,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
himmustama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
himustama,alla,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hindama,kokku,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hindama,kõrvalt,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hindama,pihta,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hingama,koos,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hingama,lahti,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hingama,"sisse, välja",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
hingama,"välja, sisse",1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
hingatama,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hingeldama,läbi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
hingima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hingitsema,üles,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
hinguma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
hinkima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
