lemma,compound,occurences,mean_kids,mean_kids_uniq,median_kids,median_kids_uniq,min_kids,min_kids_uniq,max_kids,max_kids_uniq,stdev_kids,stdev_kids_uniq,pstdev_kids,pstdev_kids_uniq
Learnloopima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
M-mõtlema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
M. hagema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
M. keema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
M. kostma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
M. punama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
Microlinkima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
N-nägema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
N. andma,,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
N. olema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
Novorappima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
Q. tulema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
Respisurema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
Rootsi-laadima,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
S . T. olema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
S. plaanitsema,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
S. pugema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
T-tohtima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
T-tooma,kaasa,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
Tšehhovi-laadima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
Ukraina-stiilima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
Unix-laskma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
V-vanduma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
V. velmama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
V. väljama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
Windvilistama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
X. naeratama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
X. rääkima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
X. teadma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aamama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aasama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aasima,tagasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aasima,vastu,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aasuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
abielluma,pärast,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
abluma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aborteerima,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
aborteeruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
abstraheerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
adapteerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
adoniseerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
adsorbeerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
adsorbeeruma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aduma,läbi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aeguma,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aelema,täis,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aerofotografeerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aerutama,edasi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
aerutama,mööda,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aettuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
afisheerima,,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
agatama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
agiteerima,kaasa,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
agiteerima,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
agregeeruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
agunema,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aheldama,külge,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ahelduma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ahhetas-ohhetama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ahmama,kinni,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ahmima,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ahmima,täis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ahmima,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ahvatlema,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ahvatlema,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ahvima,vastu,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aimama,kaasa,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aimama,läbi,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
aimama,tagasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ainuvalitsema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aitama,ep,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aitama,ette,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
aitama,"kaasa, maha",1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
aitama,"kaasa, pealt",1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aitama,kokku,1,6.0,4.0,6.0,4.0,6,4,6,4,,,,
aitama,"kokku, kaasa",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aitama,peale,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
aitama,tagant,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ajakohastama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ajama,ilma,1,6.0,5.0,6.0,5.0,6,5,6,5,,,,
ajama,juurde,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ajama,kikki,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajama,kissi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajama,koos,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajama,külge,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ajama,lahku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajama,lõhki,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajama,lörri,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajama,"maha, ümber",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ajama,mööda,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ajama,nurja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajama,pungi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ajama,pärani,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ajama,"püsti, tagasi",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajama,raisku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajama,tagant,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
ajama,takka,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajama,umbe,1,6.0,5.0,6.0,5.0,6,5,6,5,,,,
ajama,võidu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajama,"üles, üles",1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
ajanäitajaid-taimereid-kellama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
ajatama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajendama,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
ajuma,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
ajuparenhüümima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
akkama,kinni,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
akkama,maha,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
akkama,peale,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
akkama,välja,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aklimatiseeruma,üle,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
akompaneerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aksessuariseerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
alanema,alla,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
alarmeerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
algama,sisse,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
algama,tagasi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
algama,vastu,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
algama,üles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
algatama,välja,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
allegoriseerima,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
allima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
allrentima,edasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
alluma,edasi,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
alluma,kaasa,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
alpima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
alustama,alles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
alustama,ees,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
alustama,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
alustama,koos,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
alustama,mööda,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
alustama,pihta,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
alustama,ringi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
alustama,tarvis,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
alustama,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
alustama,üle,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
alustama,üles,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
amelema,ringi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
amerikaniseeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
amima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
amortiseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
amplifitseeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
analüüsima,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
andma,all,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
andma,andeks,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,esile,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
andma,heaks,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
andma,ilma,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
andma,"kokku, välja",1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
andma,"kokku, ära",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
andma,käest,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,kõrvalt,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
andma,mahti,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
andma,otsa,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,pealt,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,pihta,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
andma,rahul,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,ringi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
andma,tagant,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,takka,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
andma,vaja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
andma,võidu,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
angazheerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
angažeerima,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
ankurdama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
annetama,heaks,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
annihileeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
annuma,tagasi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
antimoniidima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
antropomorfiseerima,,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
anuma,järele,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
apolitiseeruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arastama,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
arbuma,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
arenema,sees,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
arenema,ära,1,5.0,3.0,5.0,3.0,5,3,5,3,,,,
arenevad-muutuma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aretama,koos,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aretama,tagasi,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
arhaiseerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
aristama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arjutama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
armastama,tarvis,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
armistama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aromatiseerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arranžeerima,,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
arreteerima,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
artlema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arutama,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
arutama,koos,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arutama,üles,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
arutlema,kaasa,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arvama,ette,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arvama,peale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arvama,vaja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
arvama,võlgu,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
arvestama,kaasas,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
arvestama,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
arvestama,maha,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
arvestama,võidu,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
arvestama,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
arvustama,läbi,1,6.0,5.0,6.0,5.0,6,5,6,5,,,,
arvutama,edasi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
asendama,ära,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
asetama,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asetama,otsa,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asetama,peale,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asetama,püsti,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asetama,välja,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
asetama,ümber,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asetsema,ligi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asetsema,ümber,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
asetuma,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
asfalteerima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
asfaltima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
asjastama,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
askeldama,alla,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
askeldama,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
askeldama,juures,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
askeldama,kinni,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
askribeerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asmerdama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
assotseeruma,,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
assotsiatsieeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
astima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
astuma,"alla, välja",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
astuma,alles,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
astuma,"alt, läbi",1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
astuma,järgi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
astuma,kaasa,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
astuma,kohale,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
astuma,"kokku, üles",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
astuma,koos,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
astuma,laiali,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
astuma,"läbi, välja",1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
astuma,manu,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
astuma,"peale, sisse",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
astuma,puruks,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
astuma,"püsti, sisse",1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
astuma,taga,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
astuma,"tagasi, sisse",1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
astuma,täis,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asuma,all,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
asuma,juurde,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asuma,kinni,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asuma,kokku,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
asuma,"laiali, üle",1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asuma,läbi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asuma,otsas,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
asuma,pärast,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
asuma,sees,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
asuma,sisse,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
asuma,taga,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asuma,tagasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
asuma,vahele,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asuma,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
asuma,ära,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
asuma,üle,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
asustama,ümber,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
asutama,ringi,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
asutama,välja,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
audiatima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
augustiõhtama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
augustuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
aukkukünttuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aurama,tagasi,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
aurama,välja,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
auruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
aurustama,,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
aurustuma,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
aurutama,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
austuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
avaldama,läbi,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
avaldama,tagasi,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
avaldama,üle,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
avalduma,lahku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
avalduma,vastu,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
avalduma,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
avama,alla,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
avama,ilma,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
avama,mööda,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
avama,pärani,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
avama,täis,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
avama,vastu,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
avanema,all,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
avanema,alla,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
avanema,alles,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
avanema,kinni,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
avastama,all,1,5.0,5.0,5.0,5.0,5,5,5,5,,,,
avastama,jaoks,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
avastama,tagant,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
avatlema,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
avitama,kaasa,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
avitama,välja,1,5.0,4.0,5.0,4.0,5,4,5,4,,,,
b-laskma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
badetama,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
balanseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
balsameerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
barrikeerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
betoneerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
blokeerima,kinni,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
blokkima,ära,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
blondeerima,ära,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
boheemitsema,edasi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
bolsheviseeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
boluma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
bottlema,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
brevicaulima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
brevima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
campuma,,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
canariensima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
cantuma,,1,2.0,1.0,2.0,1.0,2,1,2,1,,,,
cavuma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
confluentima,,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
cordima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
corpuma,läbi,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
crucima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
crypsima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
cujuma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
cultuma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
daminnema,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
dancima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
dandzima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
debateerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
defileerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
defineerima,hulgas,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
defineerima,sisse,1,3.0,2.0,3.0,2.0,3,2,3,2,,,,
defineerima,tarvis,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
defineerima,ära,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
defineeruma,ümber,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
definineerima,,1,4.0,3.0,4.0,3.0,4,3,4,3,,,,
deformeerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
degenereeruma,läbi,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
degranuleeruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
deklareerima,kokku,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
deklareerima,peale,1,4.0,4.0,4.0,4.0,4,4,4,4,,,,
dekomponeeruma,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
dekondenseeruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
dekoreerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
dekriminaliseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
delegeerima,edasi,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
demagoogitsema,kokku,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
demandama,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
demaskeerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
dematerialiseerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
demonstreerima,peal,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
demonteerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
demoraliseerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
demüeliniseerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
depileerima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
depoetiseeruma,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
depolitiseeruma,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
desarmeerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
deseksualiseerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
deserteerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
desinformeerima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
desinstalleeruma,,1,4.0,2.0,4.0,2.0,4,2,4,2,,,,
desintegreerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
desorienteerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
destrueerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
dešifreerima,,1,3.0,3.0,3.0,3.0,3,3,3,3,,,,
diagrammima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
difenüülhüdantoiinima,,1,2.0,2.0,2.0,2.0,2,2,2,2,,,,
digima,,1,0.0,0.0,0.0,0.0,0,0,0,0,,,,
digiteerima,,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
dikteerima,mood,1,1.0,1.0,1.0,1.0,1,1,1,1,,,,
